Timestep,Name, Population, Infected, Recovered, Susceptible, Vaccinated
14, Deggendorf, 1072, 160, 2768, 0
14, Regensburg, 5482, 1385, 8133, 0
14, Zweisel, 0, 2, 1498, 0
14, , 12, 76, 12, 0
15, Deggendorf, 1421, 289, 2290, 0
15, Regensburg, 6440, 2200, 6360, 0
15, Zweisel, 0, 2, 1498, 0
15, , 8, 81, 11, 0
16, Deggendorf, 1703, 502, 1795, 0
16, Regensburg, 6818, 3390, 4792, 0
16, Zweisel, 0, 2, 1498, 0
16, , 3, 86, 11, 0
17, Deggendorf, 1902, 793, 1305, 0
17, Regensburg, 6387, 5031, 3582, 0
17, Zweisel, 0, 2, 1498, 0
17, , 2, 87, 11, 0
18, Deggendorf, 1801, 1231, 968, 0
18, Regensburg, 5354, 6867, 2779, 0
18, Zweisel, 0, 2, 1498, 0
18, , 1, 88, 11, 0
19, Deggendorf, 1570, 1710, 720, 0
19, Regensburg, 4112, 8640, 2248, 0
19, Zweisel, 0, 2, 1498, 0
19, , 0, 89, 11, 0
20, Deggendorf, 1226, 2205, 569, 0
20, Regensburg, 2877, 10208, 1915, 0
20, Zweisel, 0, 2, 1498, 0
20, , 0, 89, 11, 0
21, Deggendorf, 831, 2695, 474, 0
21, Regensburg, 1884, 11418, 1698, 0
21, Zweisel, 0, 2, 1498, 0
21, , 0, 89, 11, 0
22, Deggendorf, 560, 3032, 408, 0
22, Regensburg, 1206, 12221, 1573, 0
22, Zweisel, 0, 2, 1498, 0
22, , 0, 89, 11, 0
23, Deggendorf, 344, 3280, 376, 0
23, Regensburg, 748, 12752, 1500, 0
23, Zweisel, 0, 2, 1498, 0
23, , 0, 89, 11, 0
24, Deggendorf, 209, 3431, 360, 0
24, Regensburg, 452, 13085, 1463, 0
24, Zweisel, 0, 2, 1498, 0
24, , 0, 89, 11, 0
25, Deggendorf, 129, 3526, 345, 0
25, Regensburg, 261, 13302, 1437, 0
25, Zweisel, 0, 2, 1498, 0
25, , 0, 89, 11, 0
26, Deggendorf, 73, 3592, 335, 0
26, Regensburg, 146, 13427, 1427, 0
26, Zweisel, 0, 2, 1498, 0
26, , 0, 89, 11, 0
27, Deggendorf, 43, 3624, 333, 0
27, Regensburg, 86, 13500, 1414, 0
27, Zweisel, 0, 2, 1498, 0
27, , 0, 89, 11, 0
28, Deggendorf, 29, 3640, 331, 0
28, Regensburg, 51, 13537, 1412, 0
28, Zweisel, 0, 2, 1498, 0
28, , 0, 89, 11, 0
29, Deggendorf, 16, 3655, 329, 0
29, Regensburg, 27, 13563, 1410, 0
29, Zweisel, 0, 2, 1498, 0
29, , 0, 89, 11, 0
30, Deggendorf, 7, 3665, 328, 0
30, Regensburg, 23, 13573, 1404, 0
30, Zweisel, 0, 2, 1498, 0
30, , 0, 89, 11, 0
31, Deggendorf, 5, 3667, 328, 0
31, Regensburg, 12, 13586, 1402, 0
31, Zweisel, 0, 2, 1498, 0
31, , 0, 89, 11, 0
32, Deggendorf, 3, 3669, 328, 0
32, Regensburg, 11, 13588, 1401, 0
32, Zweisel, 0, 2, 1498, 0
32, , 0, 89, 11, 0
33, Deggendorf, 1, 3671, 328, 0
33, Regensburg, 10, 13590, 1400, 0
33, Zweisel, 0, 2, 1498, 0
33, , 0, 89, 11, 0
34, Deggendorf, 0, 3672, 328, 0
34, Regensburg, 4, 13596, 1400, 0
34, Zweisel, 0, 2, 1498, 0
34, , 0, 89, 11, 0
35, Deggendorf, 0, 3672, 328, 0
35, Regensburg, 2, 13598, 1400, 0
35, Zweisel, 0, 2, 1498, 0
35, , 0, 89, 11, 0
36, Deggendorf, 0, 3672, 328, 0
36, Regensburg, 1, 13599, 1400, 0
36, Zweisel, 0, 2, 1498, 0
36, , 0, 89, 11, 0
